date,adjclose
2011-01-03,18.46901130676269
2011-01-04,18.014205932617188
2011-01-05,18.1322078704834
2011-01-06,17.969154357910156
2011-01-07,17.91981315612793
2011-01-10,18.057113647460938
2011-01-11,18.024932861328125
2011-01-12,17.962722778320312
2011-01-13,17.71171760559082
2011-01-14,18.035667419433597
2011-01-18,18.03351402282715
2011-01-19,17.94770622253418
2011-01-20,17.82114028930664
2011-01-21,17.655941009521484
2011-01-24,17.733177185058594
2011-01-25,17.780366897583008
2011-01-26,18.020639419555664
2011-01-27,17.756772994995117
2011-01-28,17.475730895996094
2011-01-31,17.694561004638672
2011-02-01,17.924100875854492
2011-02-02,18.001338958740234
2011-02-03,17.977739334106445
2011-02-04,18.3939266204834
2011-02-07,18.55697059631348
2011-02-08,18.602027893066406
2011-02-09,18.71786880493164
2011-02-10,18.619186401367188
2011-02-11,18.49475479125977
2011-02-14,18.400365829467773
2011-02-15,18.35317039489746
2011-02-16,18.396068572998047
2011-02-17,18.45828628540039
2011-02-18,19.054685592651367
2011-02-22,18.71358108520508
2011-02-23,18.4904727935791
2011-02-24,18.56126594543457
2011-02-25,18.87449073791504
2011-02-28,19.09973907470703
2011-03-01,18.81441116333008
2011-03-02,18.94956588745117
2011-03-03,19.34139442443848
2011-03-04,19.350000381469727
2011-03-07,19.1433219909668
2011-03-08,19.20144844055176
2011-03-09,19.149782180786133
2011-03-10,18.9840087890625
2011-03-11,18.766571044921875
2011-03-14,18.55989646911621
2011-03-15,18.37044906616211
2011-03-16,18.260650634765625
2011-03-17,18.387666702270508
2011-03-18,16.70411491394043
2011-03-21,16.542659759521484
2011-03-22,16.243406295776367
2011-03-23,16.624467849731445
2011-03-24,16.51897621154785
2011-03-25,16.50390625
2011-03-28,16.338138580322266
2011-03-29,16.439313888549805
2011-03-30,16.523279190063477
2011-03-31,16.297229766845703
2011-04-01,16.475919723510742
2011-04-04,16.665372848510742
2011-04-05,16.777315139770508
2011-04-06,16.936630249023438
2011-04-07,16.811767578125
2011-04-08,16.66106414794922
2011-04-11,16.82037925720215
2011-04-12,16.835451126098633
2011-04-13,17.0959529876709
2011-04-14,17.240184783935547
2011-04-15,16.949542999267578
2011-04-18,16.917261123657227
2011-04-19,16.949542999267578
2011-04-20,17.238033294677734
2011-04-21,17.263872146606445
2011-04-25,17.24664306640625
2011-04-26,17.2143611907959
2011-04-27,17.464086532592773
2011-04-28,17.7762508392334
2011-04-29,17.722429275512695
2011-05-02,17.705204010009766
2011-05-03,17.580339431762695
2011-05-04,17.823619842529297
2011-05-05,17.784868240356445
2011-05-06,17.657846450805664
2011-05-09,17.849441528320312
2011-05-10,17.976469039916992
2011-05-11,17.79563331604004
2011-05-12,18.2089786529541
2011-05-13,18.57065963745117
2011-05-16,18.357526779174805
2011-05-17,18.27571678161621
2011-05-18,18.262800216674805
2011-05-19,18.538366317749023
2011-05-20,18.31016540527344
2011-05-23,18.002309799194336
2011-05-24,18.15515518188477
2011-05-25,17.909725189208984
2011-05-26,18.09918785095215
2011-05-27,18.21759605407715
2011-05-31,18.18099594116211
2011-06-01,17.685832977294922
2011-06-02,17.53671646118164
2011-06-03,17.365995407104492
2011-06-06,17.23849868774414
2011-06-07,17.69879722595215
2011-06-08,17.309814453125
2011-06-09,17.43299102783203
2011-06-10,17.2147216796875
2011-06-13,17.398412704467773
2011-06-14,17.77227210998535
2011-06-15,17.372480392456055
2011-06-16,17.350872039794922
2011-06-17,17.528078079223633
2011-06-20,17.98621368408203
2011-06-21,18.2628231048584
2011-06-22,17.70960235595703
2011-06-23,17.76146697998047
2011-06-24,17.543203353881836
2011-06-27,17.638294219970703
2011-06-28,19.4276180267334
2011-06-29,19.40168190002441
2011-06-30,19.444904327392575
2011-07-01,19.842538833618164
2011-07-05,19.82525062561035
2011-07-06,19.95706367492676
2011-07-07,20.24016571044922
2011-07-08,20.149396896362305
2011-07-11,19.758256912231445
2011-07-12,19.715030670166016
2011-07-13,19.892240524291992
2011-07-14,19.872791290283203
2011-07-15,19.816600799560547
2011-07-18,19.58753776550293
2011-07-19,19.609149932861328
2011-07-20,19.57889175415039
2011-07-21,19.84685516357422
2011-07-22,19.81875228881836
2011-07-25,19.65019989013672
2011-07-26,19.52054214477539
2011-07-27,19.172616958618164
